Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County
Median Annual Earnings,2017,Female,Meath,30 - 39 years,Euro,34634,MEATH
Median Annual Earnings,2017,Female,Meath,40 - 49 years,Euro,34411,MEATH
Median Annual Earnings,2017,Female,Meath,50 - 59 years,Euro,32202,MEATH
Median Annual Earnings,2017,Female,Meath,60 years and over,Euro,24000,MEATH
Median Annual Earnings,2017,Female,Monaghan,15 - 24 years,Euro,15972,MONAGHAN
Median Annual Earnings,2017,Female,Monaghan,15 years and over,Euro,26488,MONAGHAN
Median Annual Earnings,2017,Female,Monaghan,25 - 29 years,Euro,26432,MONAGHAN
Median Annual Earnings,2017,Female,Monaghan,30 - 39 years,Euro,29224,MONAGHAN
Median Annual Earnings,2017,Female,Monaghan,40 - 49 years,Euro,28919,MONAGHAN
Median Annual Earnings,2017,Female,Monaghan,50 - 59 years,Euro,27715,MONAGHAN
Median Annual Earnings,2017,Female,Monaghan,60 years and over,Euro,19668,MONAGHAN
Median Annual Earnings,2017,Female,Mayo,15 - 24 years,Euro,14305,MAYO
Median Annual Earnings,2017,Female,Mayo,15 years and over,Euro,28496,MAYO
Median Annual Earnings,2017,Female,Mayo,25 - 29 years,Euro,26000,MAYO
Median Annual Earnings,2017,Female,Mayo,30 - 39 years,Euro,31953,MAYO
Median Annual Earnings,2017,Female,Mayo,40 - 49 years,Euro,31830,MAYO
Median Annual Earnings,2017,Female,Mayo,50 - 59 years,Euro,29742,MAYO
Median Annual Earnings,2017,Female,Mayo,60 years and over,Euro,20620,MAYO
Median Annual Earnings,2017,Female,Offaly,15 - 24 years,Euro,15857,OFFALY
Median Annual Earnings,2017,Female,Offaly,15 years and over,Euro,28850,OFFALY
Median Annual Earnings,2017,Female,Offaly,25 - 29 years,Euro,26000,OFFALY
Median Annual Earnings,2017,Female,Offaly,30 - 39 years,Euro,31673,OFFALY
Median Annual Earnings,2017,Female,Offaly,40 - 49 years,Euro,32285,OFFALY
Median Annual Earnings,2017,Female,Offaly,50 - 59 years,Euro,30246,OFFALY
Median Annual Earnings,2017,Female,Offaly,60 years and over,Euro,23320,OFFALY
Median Annual Earnings,2017,Female,Roscommon,15 - 24 years,Euro,14338,ROSCOMMON
Median Annual Earnings,2017,Female,Roscommon,15 years and over,Euro,29819,ROSCOMMON
Median Annual Earnings,2017,Female,Roscommon,25 - 29 years,Euro,28592,ROSCOMMON
Median Annual Earnings,2017,Female,Roscommon,30 - 39 years,Euro,32438,ROSCOMMON
Median Annual Earnings,2017,Female,Roscommon,40 - 49 years,Euro,32964,ROSCOMMON
Median Annual Earnings,2017,Female,Roscommon,50 - 59 years,Euro,31328,ROSCOMMON
Median Annual Earnings,2017,Female,Roscommon,60 years and over,Euro,21861,ROSCOMMON
Median Annual Earnings,2017,Female,Sligo,15 - 24 years,Euro,15145,SLIGO
Median Annual Earnings,2017,Female,Sligo,15 years and over,Euro,31495,SLIGO
Median Annual Earnings,2017,Female,Sligo,25 - 29 years,Euro,26205,SLIGO
Median Annual Earnings,2017,Female,Sligo,30 - 39 years,Euro,32294,SLIGO
Median Annual Earnings,2017,Female,Sligo,40 - 49 years,Euro,35701,SLIGO
Median Annual Earnings,2017,Female,Sligo,50 - 59 years,Euro,34819,SLIGO
Median Annual Earnings,2017,Female,Sligo,60 years and over,Euro,23951,SLIGO
Median Annual Earnings,2017,Female,Tipperary,15 - 24 years,Euro,15443,TIPPERARY
Median Annual Earnings,2017,Female,Tipperary,15 years and over,Euro,28442,TIPPERARY
Median Annual Earnings,2017,Female,Tipperary,25 - 29 years,Euro,26000,TIPPERARY
Median Annual Earnings,2017,Female,Tipperary,30 - 39 years,Euro,32049,TIPPERARY
Median Annual Earnings,2017,Female,Tipperary,40 - 49 years,Euro,31935,TIPPERARY
Median Annual Earnings,2017,Female,Tipperary,50 - 59 years,Euro,29488,TIPPERARY
Median Annual Earnings,2017,Female,Tipperary,60 years and over,Euro,20161,TIPPERARY
Median Annual Earnings,2017,Female,Waterford,15 - 24 years,Euro,15338,WATERFORD
Median Annual Earnings,2017,Female,Waterford,15 years and over,Euro,28200,WATERFORD
Median Annual Earnings,2017,Female,Waterford,25 - 29 years,Euro,25639,WATERFORD
Median Annual Earnings,2017,Female,Waterford,30 - 39 years,Euro,30894,WATERFORD
Median Annual Earnings,2017,Female,Waterford,40 - 49 years,Euro,32398,WATERFORD
Median Annual Earnings,2017,Female,Waterford,50 - 59 years,Euro,29846,WATERFORD
Median Annual Earnings,2017,Female,Waterford,60 years and over,Euro,19612,WATERFORD
Median Annual Earnings,2017,Female,Wicklow,15 - 24 years,Euro,16430,WICKLOW
Median Annual Earnings,2017,Female,Wicklow,15 years and over,Euro,30932,WICKLOW
Median Annual Earnings,2017,Female,Wicklow,25 - 29 years,Euro,27019,WICKLOW
Median Annual Earnings,2017,Female,Wicklow,30 - 39 years,Euro,34004,WICKLOW
Median Annual Earnings,2017,Female,Wicklow,40 - 49 years,Euro,35769,WICKLOW
Median Annual Earnings,2017,Female,Wicklow,50 - 59 years,Euro,31660,WICKLOW
Median Annual Earnings,2017,Female,Wicklow,60 years and over,Euro,24177,WICKLOW
Median Annual Earnings,2017,Female,Westmeath,15 - 24 years,Euro,16546,WESTMEATH
Median Annual Earnings,2017,Female,Westmeath,15 years and over,Euro,29737,WESTMEATH
Median Annual Earnings,2017,Female,Westmeath,25 - 29 years,Euro,26909,WESTMEATH
Median Annual Earnings,2017,Female,Westmeath,30 - 39 years,Euro,32739,WESTMEATH
Median Annual Earnings,2017,Female,Westmeath,40 - 49 years,Euro,33198,WESTMEATH
Median Annual Earnings,2017,Female,Westmeath,50 - 59 years,Euro,31494,WESTMEATH
Median Annual Earnings,2017,Female,Westmeath,60 years and over,Euro,22150,WESTMEATH
Median Annual Earnings,2017,Female,Wexford,15 - 24 years,Euro,16286,WEXFORD
Median Annual Earnings,2017,Female,Wexford,15 years and over,Euro,27074,WEXFORD
Median Annual Earnings,2017,Female,Wexford,25 - 29 years,Euro,25027,WEXFORD
Median Annual Earnings,2017,Female,Wexford,30 - 39 years,Euro,29843,WEXFORD
Median Annual Earnings,2017,Female,Wexford,40 - 49 years,Euro,29916,WEXFORD
Median Annual Earnings,2017,Female,Wexford,50 - 59 years,Euro,28309,WEXFORD
Median Annual Earnings,2017,Female,Wexford,60 years and over,Euro,20513,WEXFORD
Median Annual Earnings,2017,Female,Ireland,15 - 24 years,Euro,16575,IRELAND
Median Annual Earnings,2017,Female,Ireland,15 years and over,Euro,31153,IRELAND
Median Annual Earnings,2017,Female,Ireland,25 - 29 years,Euro,28777,IRELAND
Median Annual Earnings,2017,Female,Ireland,30 - 39 years,Euro,34595,IRELAND
Median Annual Earnings,2017,Female,Ireland,40 - 49 years,Euro,34750,IRELAND
Median Annual Earnings,2017,Female,Ireland,50 - 59 years,Euro,31916,IRELAND
Median Annual Earnings,2017,Female,Ireland,60 years and over,Euro,22982,IRELAND
Median Annual Earnings,2018,Both sexes,Clare,15 - 24 years,Euro,18832,CLARE
Median Annual Earnings,2018,Both sexes,Clare,15 years and over,Euro,35238,CLARE
Median Annual Earnings,2018,Both sexes,Clare,25 - 29 years,Euro,30376,CLARE
Median Annual Earnings,2018,Both sexes,Clare,30 - 39 years,Euro,35764,CLARE
Median Annual Earnings,2018,Both sexes,Clare,40 - 49 years,Euro,39579,CLARE
Median Annual Earnings,2018,Both sexes,Clare,50 - 59 years,Euro,38673,CLARE
Median Annual Earnings,2018,Both sexes,Clare,60 years and over,Euro,28380,CLARE
Median Annual Earnings,2018,Both sexes,Cork,15 - 24 years,Euro,17814,CORK
Median Annual Earnings,2018,Both sexes,Cork,15 years and over,Euro,36492,CORK
Median Annual Earnings,2018,Both sexes,Cork,25 - 29 years,Euro,31833,CORK
Median Annual Earnings,2018,Both sexes,Cork,30 - 39 years,Euro,38334,CORK
Median Annual Earnings,2018,Both sexes,Cork,40 - 49 years,Euro,41998,CORK
Median Annual Earnings,2018,Both sexes,Cork,50 - 59 years,Euro,38739,CORK
Median Annual Earnings,2018,Both sexes,Cork,60 years and over,Euro,29172,CORK
Median Annual Earnings,2018,Both sexes,Cavan,15 - 24 years,Euro,19500,CAVAN
Median Annual Earnings,2018,Both sexes,Cavan,15 years and over,Euro,31999,CAVAN
Median Annual Earnings,2018,Both sexes,Cavan,25 - 29 years,Euro,29916,CAVAN
Median Annual Earnings,2018,Both sexes,Cavan,30 - 39 years,Euro,33868,CAVAN
Median Annual Earnings,2018,Both sexes,Cavan,40 - 49 years,Euro,35219,CAVAN
Median Annual Earnings,2018,Both sexes,Cavan,50 - 59 years,Euro,33280,CAVAN
Median Annual Earnings,2018,Both sexes,Cavan,60 years and over,Euro,27032,CAVAN
Median Annual Earnings,2018,Both sexes,Carlow,15 - 24 years,Euro,17201,CARLOW
Median Annual Earnings,2018,Both sexes,Carlow,15 years and over,Euro,32322,CARLOW
Median Annual Earnings,2018,Both sexes,Carlow,25 - 29 years,Euro,29858,CARLOW
Median Annual Earnings,2018,Both sexes,Carlow,30 - 39 years,Euro,33988,CARLOW
Median Annual Earnings,2018,Both sexes,Carlow,40 - 49 years,Euro,35166,CARLOW
Median Annual Earnings,2018,Both sexes,Carlow,50 - 59 years,Euro,34992,CARLOW
Median Annual Earnings,2018,Both sexes,Carlow,60 years and over,Euro,27308,CARLOW
Median Annual Earnings,2018,Both sexes,Donegal,15 - 24 years,Euro,17254,DONEGAL
Median Annual Earnings,2018,Both sexes,Donegal,15 years and over,Euro,28645,DONEGAL
Median Annual Earnings,2018,Both sexes,Donegal,25 - 29 years,Euro,25472,DONEGAL
Median Annual Earnings,2018,Both sexes,Donegal,30 - 39 years,Euro,30191,DONEGAL
Median Annual Earnings,2018,Both sexes,Donegal,40 - 49 years,Euro,32860,DONEGAL
Median Annual Earnings,2018,Both sexes,Donegal,50 - 59 years,Euro,31475,DONEGAL
Median Annual Earnings,2018,Both sexes,Donegal,60 years and over,Euro,22802,DONEGAL
Median Annual Earnings,2018,Both sexes,Dublin,15 - 24 years,Euro,19428,DUBLIN
Median Annual Earnings,2018,Both sexes,Dublin,15 years and over,Euro,39198,DUBLIN
Median Annual Earnings,2018,Both sexes,Dublin,25 - 29 years,Euro,33199,DUBLIN
Median Annual Earnings,2018,Both sexes,Dublin,30 - 39 years,Euro,41903,DUBLIN
Median Annual Earnings,2018,Both sexes,Dublin,40 - 49 years,Euro,45708,DUBLIN
Median Annual Earnings,2018,Both sexes,Dublin,50 - 59 years,Euro,42840,DUBLIN
Median Annual Earnings,2018,Both sexes,Dublin,60 years and over,Euro,33901,DUBLIN
Median Annual Earnings,2018,Both sexes,Galway,15 - 24 years,Euro,18486,GALWAY
Median Annual Earnings,2018,Both sexes,Galway,15 years and over,Euro,35262,GALWAY
Median Annual Earnings,2018,Both sexes,Galway,25 - 29 years,Euro,30644,GALWAY
Median Annual Earnings,2018,Both sexes,Galway,30 - 39 years,Euro,36642,GALWAY
Median Annual Earnings,2018,Both sexes,Galway,40 - 49 years,Euro,39538,GALWAY
Median Annual Earnings,2018,Both sexes,Galway,50 - 59 years,Euro,37568,GALWAY
Median Annual Earnings,2018,Both sexes,Galway,60 years and over,Euro,28534,GALWAY
Median Annual Earnings,2018,Both sexes,Kildare,15 - 24 years,Euro,18340,KILDARE
Median Annual Earnings,2018,Both sexes,Kildare,15 years and over,Euro,38447,KILDARE
Median Annual Earnings,2018,Both sexes,Kildare,25 - 29 years,Euro,32064,KILDARE
Median Annual Earnings,2018,Both sexes,Kildare,30 - 39 years,Euro,40180,KILDARE
Median Annual Earnings,2018,Both sexes,Kildare,40 - 49 years,Euro,44959,KILDARE
Median Annual Earnings,2018,Both sexes,Kildare,50 - 59 years,Euro,41556,KILDARE
Median Annual Earnings,2018,Both sexes,Kildare,60 years and over,Euro,32096,KILDARE
Median Annual Earnings,2018,Both sexes,Kilkenny,15 - 24 years,Euro,17914,KILKENNY
Median Annual Earnings,2018,Both sexes,Kilkenny,15 years and over,Euro,34638,KILKENNY
Median Annual Earnings,2018,Both sexes,Kilkenny,25 - 29 years,Euro,31682,KILKENNY
Median Annual Earnings,2018,Both sexes,Kilkenny,30 - 39 years,Euro,36871,KILKENNY
Median Annual Earnings,2018,Both sexes,Kilkenny,40 - 49 years,Euro,38602,KILKENNY
Median Annual Earnings,2018,Both sexes,Kilkenny,50 - 59 years,Euro,36148,KILKENNY
Median Annual Earnings,2018,Both sexes,Kilkenny,60 years and over,Euro,27452,KILKENNY
Median Annual Earnings,2018,Both sexes,Kerry,15 - 24 years,Euro,18635,KERRY
Median Annual Earnings,2018,Both sexes,Kerry,15 years and over,Euro,31004,KERRY
Median Annual Earnings,2018,Both sexes,Kerry,25 - 29 years,Euro,28166,KERRY
Median Annual Earnings,2018,Both sexes,Kerry,30 - 39 years,Euro,31988,KERRY
Median Annual Earnings,2018,Both sexes,Kerry,40 - 49 years,Euro,34246,KERRY
Median Annual Earnings,2018,Both sexes,Kerry,50 - 59 years,Euro,34025,KERRY
Median Annual Earnings,2018,Both sexes,Kerry,60 years and over,Euro,24000,KERRY
Median Annual Earnings,2018,Both sexes,Longford,15 - 24 years,Euro,19763,LONGFORD
Median Annual Earnings,2018,Both sexes,Longford,15 years and over,Euro,31097,LONGFORD
Median Annual Earnings,2018,Both sexes,Longford,25 - 29 years,Euro,29782,LONGFORD
Median Annual Earnings,2018,Both sexes,Longford,30 - 39 years,Euro,31922,LONGFORD
Median Annual Earnings,2018,Both sexes,Longford,40 - 49 years,Euro,34905,LONGFORD
Median Annual Earnings,2018,Both sexes,Longford,50 - 59 years,Euro,32602,LONGFORD
Median Annual Earnings,2018,Both sexes,Longford,60 years and over,Euro,25343,LONGFORD
Median Annual Earnings,2018,Both sexes,Louth,15 - 24 years,Euro,17798,LOUTH
Median Annual Earnings,2018,Both sexes,Louth,15 years and over,Euro,33153,LOUTH
Median Annual Earnings,2018,Both sexes,Louth,25 - 29 years,Euro,29620,LOUTH
Median Annual Earnings,2018,Both sexes,Louth,30 - 39 years,Euro,34758,LOUTH
Median Annual Earnings,2018,Both sexes,Louth,40 - 49 years,Euro,37441,LOUTH
Median Annual Earnings,2018,Both sexes,Louth,50 - 59 years,Euro,35771,LOUTH
Median Annual Earnings,2018,Both sexes,Louth,60 years and over,Euro,28318,LOUTH
Median Annual Earnings,2018,Both sexes,Limerick,15 - 24 years,Euro,17800,LIMERICK
Median Annual Earnings,2018,Both sexes,Limerick,15 years and over,Euro,34906,LIMERICK
Median Annual Earnings,2018,Both sexes,Limerick,25 - 29 years,Euro,30351,LIMERICK
Median Annual Earnings,2018,Both sexes,Limerick,30 - 39 years,Euro,36350,LIMERICK
Median Annual Earnings,2018,Both sexes,Limerick,40 - 49 years,Euro,39954,LIMERICK
Median Annual Earnings,2018,Both sexes,Limerick,50 - 59 years,Euro,38090,LIMERICK
Median Annual Earnings,2018,Both sexes,Limerick,60 years and over,Euro,28798,LIMERICK
Median Annual Earnings,2018,Both sexes,Leitrim,15 - 24 years,Euro,17141,LEITRIM
Median Annual Earnings,2018,Both sexes,Leitrim,15 years and over,Euro,32536,LEITRIM
Median Annual Earnings,2018,Both sexes,Leitrim,25 - 29 years,Euro,30615,LEITRIM
Median Annual Earnings,2018,Both sexes,Leitrim,30 - 39 years,Euro,34160,LEITRIM
Median Annual Earnings,2018,Both sexes,Leitrim,40 - 49 years,Euro,36942,LEITRIM
Median Annual Earnings,2018,Both sexes,Leitrim,50 - 59 years,Euro,33810,LEITRIM
Median Annual Earnings,2018,Both sexes,Leitrim,60 years and over,Euro,23848,LEITRIM
Median Annual Earnings,2018,Both sexes,Laois,15 - 24 years,Euro,18371,LAOIS
Median Annual Earnings,2018,Both sexes,Laois,15 years and over,Euro,35084,LAOIS
Median Annual Earnings,2018,Both sexes,Laois,25 - 29 years,Euro,29500,LAOIS
Median Annual Earnings,2018,Both sexes,Laois,30 - 39 years,Euro,36985,LAOIS
Median Annual Earnings,2018,Both sexes,Laois,40 - 49 years,Euro,39721,LAOIS
Median Annual Earnings,2018,Both sexes,Laois,50 - 59 years,Euro,37231,LAOIS
Median Annual Earnings,2018,Both sexes,Laois,60 years and over,Euro,28516,LAOIS
Median Annual Earnings,2018,Both sexes,Meath,15 - 24 years,Euro,18905,MEATH
Median Annual Earnings,2018,Both sexes,Meath,15 years and over,Euro,37130,MEATH
Median Annual Earnings,2018,Both sexes,Meath,25 - 29 years,Euro,31942,MEATH
Median Annual Earnings,2018,Both sexes,Meath,30 - 39 years,Euro,38621,MEATH
Median Annual Earnings,2018,Both sexes,Meath,40 - 49 years,Euro,42730,MEATH
Median Annual Earnings,2018,Both sexes,Meath,50 - 59 years,Euro,39500,MEATH
Median Annual Earnings,2018,Both sexes,Meath,60 years and over,Euro,30272,MEATH
Median Annual Earnings,2018,Both sexes,Monaghan,15 - 24 years,Euro,18813,MONAGHAN
Median Annual Earnings,2018,Both sexes,Monaghan,15 years and over,Euro,29953,MONAGHAN
Median Annual Earnings,2018,Both sexes,Monaghan,25 - 29 years,Euro,29040,MONAGHAN
Median Annual Earnings,2018,Both sexes,Monaghan,30 - 39 years,Euro,32265,MONAGHAN
Median Annual Earnings,2018,Both sexes,Monaghan,40 - 49 years,Euro,32436,MONAGHAN
Median Annual Earnings,2018,Both sexes,Monaghan,50 - 59 years,Euro,30722,MONAGHAN
Median Annual Earnings,2018,Both sexes,Monaghan,60 years and over,Euro,23568,MONAGHAN
Median Annual Earnings,2018,Both sexes,Mayo,15 - 24 years,Euro,17491,MAYO
Median Annual Earnings,2018,Both sexes,Mayo,15 years and over,Euro,32280,MAYO
Median Annual Earnings,2018,Both sexes,Mayo,25 - 29 years,Euro,29899,MAYO
Median Annual Earnings,2018,Both sexes,Mayo,30 - 39 years,Euro,34026,MAYO
Median Annual Earnings,2018,Both sexes,Mayo,40 - 49 years,Euro,36473,MAYO
Median Annual Earnings,2018,Both sexes,Mayo,50 - 59 years,Euro,34028,MAYO
Median Annual Earnings,2018,Both sexes,Mayo,60 years and over,Euro,25457,MAYO
Median Annual Earnings,2018,Both sexes,Offaly,15 - 24 years,Euro,18534,OFFALY
Median Annual Earnings,2018,Both sexes,Offaly,15 years and over,Euro,33039,OFFALY
Median Annual Earnings,2018,Both sexes,Offaly,25 - 29 years,Euro,29053,OFFALY
Median Annual Earnings,2018,Both sexes,Offaly,30 - 39 years,Euro,34777,OFFALY
Median Annual Earnings,2018,Both sexes,Offaly,40 - 49 years,Euro,36622,OFFALY
Median Annual Earnings,2018,Both sexes,Offaly,50 - 59 years,Euro,36074,OFFALY
Median Annual Earnings,2018,Both sexes,Offaly,60 years and over,Euro,29300,OFFALY
Median Annual Earnings,2018,Both sexes,Roscommon,15 - 24 years,Euro,18255,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Roscommon,15 years and over,Euro,33575,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Roscommon,25 - 29 years,Euro,30300,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Roscommon,30 - 39 years,Euro,35144,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Roscommon,40 - 49 years,Euro,37369,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Roscommon,50 - 59 years,Euro,35559,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Roscommon,60 years and over,Euro,27038,ROSCOMMON
Median Annual Earnings,2018,Both sexes,Sligo,15 - 24 years,Euro,17334,SLIGO
Median Annual Earnings,2018,Both sexes,Sligo,15 years and over,Euro,33972,SLIGO
Median Annual Earnings,2018,Both sexes,Sligo,25 - 29 years,Euro,28836,SLIGO
Median Annual Earnings,2018,Both sexes,Sligo,30 - 39 years,Euro,34231,SLIGO
Median Annual Earnings,2018,Both sexes,Sligo,40 - 49 years,Euro,38581,SLIGO
Median Annual Earnings,2018,Both sexes,Sligo,50 - 59 years,Euro,37240,SLIGO
Median Annual Earnings,2018,Both sexes,Sligo,60 years and over,Euro,27557,SLIGO
Median Annual Earnings,2018,Both sexes,Tipperary,15 - 24 years,Euro,18413,TIPPERARY
Median Annual Earnings,2018,Both sexes,Tipperary,15 years and over,Euro,32861,TIPPERARY
Median Annual Earnings,2018,Both sexes,Tipperary,25 - 29 years,Euro,30004,TIPPERARY
Median Annual Earnings,2018,Both sexes,Tipperary,30 - 39 years,Euro,34897,TIPPERARY
Median Annual Earnings,2018,Both sexes,Tipperary,40 - 49 years,Euro,37122,TIPPERARY
Median Annual Earnings,2018,Both sexes,Tipperary,50 - 59 years,Euro,35031,TIPPERARY
Median Annual Earnings,2018,Both sexes,Tipperary,60 years and over,Euro,25827,TIPPERARY
Median Annual Earnings,2018,Both sexes,Waterford,15 - 24 years,Euro,17454,WATERFORD
Median Annual Earnings,2018,Both sexes,Waterford,15 years and over,Euro,33664,WATERFORD
Median Annual Earnings,2018,Both sexes,Waterford,25 - 29 years,Euro,29246,WATERFORD
Median Annual Earnings,2018,Both sexes,Waterford,30 - 39 years,Euro,34155,WATERFORD
Median Annual Earnings,2018,Both sexes,Waterford,40 - 49 years,Euro,39012,WATERFORD
Median Annual Earnings,2018,Both sexes,Waterford,50 - 59 years,Euro,37050,WATERFORD
Median Annual Earnings,2018,Both sexes,Waterford,60 years and over,Euro,28034,WATERFORD
Median Annual Earnings,2018,Both sexes,Wicklow,15 - 24 years,Euro,17836,WICKLOW
Median Annual Earnings,2018,Both sexes,Wicklow,15 years and over,Euro,36366,WICKLOW
Median Annual Earnings,2018,Both sexes,Wicklow,25 - 29 years,Euro,30000,WICKLOW
Median Annual Earnings,2018,Both sexes,Wicklow,30 - 39 years,Euro,37623,WICKLOW
Median Annual Earnings,2018,Both sexes,Wicklow,40 - 49 years,Euro,42860,WICKLOW
Median Annual Earnings,2018,Both sexes,Wicklow,50 - 59 years,Euro,39100,WICKLOW
Median Annual Earnings,2018,Both sexes,Wicklow,60 years and over,Euro,30488,WICKLOW
Median Annual Earnings,2018,Both sexes,Westmeath,15 - 24 years,Euro,18770,WESTMEATH
Median Annual Earnings,2018,Both sexes,Westmeath,15 years and over,Euro,34355,WESTMEATH
Median Annual Earnings,2018,Both sexes,Westmeath,25 - 29 years,Euro,29494,WESTMEATH
Median Annual Earnings,2018,Both sexes,Westmeath,30 - 39 years,Euro,36100,WESTMEATH
Median Annual Earnings,2018,Both sexes,Westmeath,40 - 49 years,Euro,38673,WESTMEATH
Median Annual Earnings,2018,Both sexes,Westmeath,50 - 59 years,Euro,37080,WESTMEATH
Median Annual Earnings,2018,Both sexes,Westmeath,60 years and over,Euro,28050,WESTMEATH
Median Annual Earnings,2018,Both sexes,Wexford,15 - 24 years,Euro,18283,WEXFORD
Median Annual Earnings,2018,Both sexes,Wexford,15 years and over,Euro,31254,WEXFORD
Median Annual Earnings,2018,Both sexes,Wexford,25 - 29 years,Euro,28419,WEXFORD
Median Annual Earnings,2018,Both sexes,Wexford,30 - 39 years,Euro,32851,WEXFORD
Median Annual Earnings,2018,Both sexes,Wexford,40 - 49 years,Euro,34710,WEXFORD
Median Annual Earnings,2018,Both sexes,Wexford,50 - 59 years,Euro,33588,WEXFORD
Median Annual Earnings,2018,Both sexes,Wexford,60 years and over,Euro,25885,WEXFORD
Median Annual Earnings,2018,Both sexes,Ireland,15 - 24 years,Euro,18590,IRELAND
Median Annual Earnings,2018,Both sexes,Ireland,15 years and over,Euro,35786,IRELAND
Median Annual Earnings,2018,Both sexes,Ireland,25 - 29 years,Euro,31264,IRELAND
Median Annual Earnings,2018,Both sexes,Ireland,30 - 39 years,Euro,37882,IRELAND
Median Annual Earnings,2018,Both sexes,Ireland,40 - 49 years,Euro,40608,IRELAND
Median Annual Earnings,2018,Both sexes,Ireland,50 - 59 years,Euro,38338,IRELAND
Median Annual Earnings,2018,Both sexes,Ireland,60 years and over,Euro,29649,IRELAND
Median Annual Earnings,2018,Male,Clare,15 - 24 years,Euro,20360,CLARE
Median Annual Earnings,2018,Male,Clare,15 years and over,Euro,38956,CLARE
Median Annual Earnings,2018,Male,Clare,25 - 29 years,Euro,31024,CLARE
Median Annual Earnings,2018,Male,Clare,30 - 39 years,Euro,37511,CLARE
Median Annual Earnings,2018,Male,Clare,40 - 49 years,Euro,45292,CLARE
Median Annual Earnings,2018,Male,Clare,50 - 59 years,Euro,46490,CLARE
Median Annual Earnings,2018,Male,Clare,60 years and over,Euro,34797,CLARE
Median Annual Earnings,2018,Male,Cork,15 - 24 years,Euro,19176,CORK
Median Annual Earnings,2018,Male,Cork,15 years and over,Euro,41408,CORK
Median Annual Earnings,2018,Male,Cork,25 - 29 years,Euro,33260,CORK
Median Annual Earnings,2018,Male,Cork,30 - 39 years,Euro,41167,CORK
Median Annual Earnings,2018,Male,Cork,40 - 49 years,Euro,50000,CORK
Median Annual Earnings,2018,Male,Cork,50 - 59 years,Euro,48022,CORK
Median Annual Earnings,2018,Male,Cork,60 years and over,Euro,37110,CORK
Median Annual Earnings,2018,Male,Cavan,15 - 24 years,Euro,21416,CAVAN
Median Annual Earnings,2018,Male,Cavan,15 years and over,Euro,34190,CAVAN
Median Annual Earnings,2018,Male,Cavan,25 - 29 years,Euro,30661,CAVAN
Median Annual Earnings,2018,Male,Cavan,30 - 39 years,Euro,35093,CAVAN
Median Annual Earnings,2018,Male,Cavan,40 - 49 years,Euro,38030,CAVAN
Median Annual Earnings,2018,Male,Cavan,50 - 59 years,Euro,38130,CAVAN
Median Annual Earnings,2018,Male,Cavan,60 years and over,Euro,30857,CAVAN
Median Annual Earnings,2018,Male,Carlow,15 - 24 years,Euro,19668,CARLOW
Median Annual Earnings,2018,Male,Carlow,15 years and over,Euro,34684,CARLOW
Median Annual Earnings,2018,Male,Carlow,25 - 29 years,Euro,31288,CARLOW
Median Annual Earnings,2018,Male,Carlow,30 - 39 years,Euro,35589,CARLOW
Median Annual Earnings,2018,Male,Carlow,40 - 49 years,Euro,38050,CARLOW
Median Annual Earnings,2018,Male,Carlow,50 - 59 years,Euro,38819,CARLOW
Median Annual Earnings,2018,Male,Carlow,60 years and over,Euro,31266,CARLOW
Median Annual Earnings,2018,Male,Donegal,15 - 24 years,Euro,19523,DONEGAL
Median Annual Earnings,2018,Male,Donegal,15 years and over,Euro,29917,DONEGAL
Median Annual Earnings,2018,Male,Donegal,25 - 29 years,Euro,26740,DONEGAL
Median Annual Earnings,2018,Male,Donegal,30 - 39 years,Euro,31114,DONEGAL
Median Annual Earnings,2018,Male,Donegal,40 - 49 years,Euro,33992,DONEGAL
Median Annual Earnings,2018,Male,Donegal,50 - 59 years,Euro,33106,DONEGAL
Median Annual Earnings,2018,Male,Donegal,60 years and over,Euro,25460,DONEGAL
Median Annual Earnings,2018,Male,Dublin,15 - 24 years,Euro,20444,DUBLIN
Median Annual Earnings,2018,Male,Dublin,15 years and over,Euro,43465,DUBLIN
Median Annual Earnings,2018,Male,Dublin,25 - 29 years,Euro,33940,DUBLIN
Median Annual Earnings,2018,Male,Dublin,30 - 39 years,Euro,44452,DUBLIN
Median Annual Earnings,2018,Male,Dublin,40 - 49 years,Euro,51460,DUBLIN
Median Annual Earnings,2018,Male,Dublin,50 - 59 years,Euro,51177,DUBLIN
Median Annual Earnings,2018,Male,Dublin,60 years and over,Euro,40998,DUBLIN
Median Annual Earnings,2018,Male,Galway,15 - 24 years,Euro,20042,GALWAY
Median Annual Earnings,2018,Male,Galway,15 years and over,Euro,37577,GALWAY
Median Annual Earnings,2018,Male,Galway,25 - 29 years,Euro,31731,GALWAY
Median Annual Earnings,2018,Male,Galway,30 - 39 years,Euro,37852,GALWAY
Median Annual Earnings,2018,Male,Galway,40 - 49 years,Euro,42968,GALWAY
Median Annual Earnings,2018,Male,Galway,50 - 59 years,Euro,42085,GALWAY
Median Annual Earnings,2018,Male,Galway,60 years and over,Euro,32822,GALWAY
