Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County,Mean_Median_Diff,Mean_Median_Diff_Perc
Median Annual Earnings,2019,Male,Kilkenny,60 years and over,Euro,34033,KILKENNY,6819.0,20.036435224634914
Median Annual Earnings,2019,Male,Kerry,15 - 24 years,Euro,20444,KERRY,1513.0,7.400704363138329
Median Annual Earnings,2019,Male,Kerry,15 years and over,Euro,35024,KERRY,7062.0,20.16331658291457
Median Annual Earnings,2019,Male,Kerry,25 - 29 years,Euro,30761,KERRY,3161.0,10.275998829686941
Median Annual Earnings,2019,Male,Kerry,30 - 39 years,Euro,35199,KERRY,5744.0,16.318645416062957
Median Annual Earnings,2019,Male,Kerry,40 - 49 years,Euro,39198,KERRY,7699.0,19.641308230011735
Median Annual Earnings,2019,Male,Kerry,50 - 59 years,Euro,39774,KERRY,8024.0,20.173983003972445
Median Annual Earnings,2019,Male,Kerry,60 years and over,Euro,30836,KERRY,7345.0,23.819561551433388
Median Annual Earnings,2019,Male,Longford,15 - 24 years,Euro,22636,LONGFORD,870.0,3.843435235907404
Median Annual Earnings,2019,Male,Longford,15 years and over,Euro,34249,LONGFORD,5970.0,17.43116587345616
Median Annual Earnings,2019,Male,Longford,25 - 29 years,Euro,31962,LONGFORD,1713.0,5.3594893936549655
Median Annual Earnings,2019,Male,Longford,30 - 39 years,Euro,34817,LONGFORD,4292.0,12.32731137088204
Median Annual Earnings,2019,Male,Longford,40 - 49 years,Euro,38429,LONGFORD,7371.0,19.18082697962476
Median Annual Earnings,2019,Male,Longford,50 - 59 years,Euro,37310,LONGFORD,7715.0,20.678102385419457
Median Annual Earnings,2019,Male,Longford,60 years and over,Euro,29256,LONGFORD,6067.0,20.737626469783976
Median Annual Earnings,2019,Male,Louth,15 - 24 years,Euro,20844,LOUTH,970.0,4.653617347917866
Median Annual Earnings,2019,Male,Louth,15 years and over,Euro,37929,LOUTH,7606.0,20.053257401987924
Median Annual Earnings,2019,Male,Louth,25 - 29 years,Euro,32096,LOUTH,1943.0,6.053713858424726
Median Annual Earnings,2019,Male,Louth,30 - 39 years,Euro,38353,LOUTH,5473.0,14.270070137929237
Median Annual Earnings,2019,Male,Louth,40 - 49 years,Euro,43009,LOUTH,9227.0,21.453649236206374
Median Annual Earnings,2019,Male,Louth,50 - 59 years,Euro,42639,LOUTH,10350.0,24.27355238162246
Median Annual Earnings,2019,Male,Louth,60 years and over,Euro,33066,LOUTH,7131.0,21.56595899110869
Median Annual Earnings,2019,Male,Limerick,15 - 24 years,Euro,20457,LIMERICK,1724.0,8.427433152466149
Median Annual Earnings,2019,Male,Limerick,15 years and over,Euro,39787,LIMERICK,9178.0,23.06783622791364
Median Annual Earnings,2019,Male,Limerick,25 - 29 years,Euro,33715,LIMERICK,2851.0,8.456176775915765
Median Annual Earnings,2019,Male,Limerick,30 - 39 years,Euro,39917,LIMERICK,6155.0,15.41949545306511
Median Annual Earnings,2019,Male,Limerick,40 - 49 years,Euro,46350,LIMERICK,9700.0,20.927723840345198
Median Annual Earnings,2019,Male,Limerick,50 - 59 years,Euro,44872,LIMERICK,13389.0,29.838206453913354
Median Annual Earnings,2019,Male,Limerick,60 years and over,Euro,37288,LIMERICK,8183.0,21.945397983265394
Median Annual Earnings,2019,Male,Leitrim,15 - 24 years,Euro,21540,LEITRIM,1761.0,8.175487465181059
Median Annual Earnings,2019,Male,Leitrim,15 years and over,Euro,35057,LEITRIM,6123.0,17.465841344096756
Median Annual Earnings,2019,Male,Leitrim,25 - 29 years,Euro,31507,LEITRIM,2201.0,6.985749198590789
Median Annual Earnings,2019,Male,Leitrim,30 - 39 years,Euro,37728,LEITRIM,4054.0,10.745335029686174
Median Annual Earnings,2019,Male,Leitrim,40 - 49 years,Euro,39994,LEITRIM,8179.0,20.450567585137772
Median Annual Earnings,2019,Male,Leitrim,50 - 59 years,Euro,37671,LEITRIM,6975.0,18.51556900533567
Median Annual Earnings,2019,Male,Leitrim,60 years and over,Euro,25991,LEITRIM,3963.0,15.247585702743256
Median Annual Earnings,2019,Male,Laois,15 - 24 years,Euro,20943,LAOIS,743.0,3.547724776775056
Median Annual Earnings,2019,Male,Laois,15 years and over,Euro,39313,LAOIS,7189.0,18.28657187189988
Median Annual Earnings,2019,Male,Laois,25 - 29 years,Euro,32225,LAOIS,2021.0,6.271528316524438
Median Annual Earnings,2019,Male,Laois,30 - 39 years,Euro,40000,LAOIS,5321.0,13.3025
Median Annual Earnings,2019,Male,Laois,40 - 49 years,Euro,45232,LAOIS,8469.0,18.72347010965688
Median Annual Earnings,2019,Male,Laois,50 - 59 years,Euro,42835,LAOIS,9445.0,22.049725691607332
Median Annual Earnings,2019,Male,Laois,60 years and over,Euro,34073,LAOIS,6022.0,17.67381797904499
Median Annual Earnings,2019,Male,Meath,15 - 24 years,Euro,21587,MEATH,1019.0,4.720433594292861
Median Annual Earnings,2019,Male,Meath,15 years and over,Euro,43311,MEATH,10734.0,24.783542287178776
Median Annual Earnings,2019,Male,Meath,25 - 29 years,Euro,34576,MEATH,3146.0,9.098796853308654
Median Annual Earnings,2019,Male,Meath,30 - 39 years,Euro,42644,MEATH,7414.0,17.38579870556233
Median Annual Earnings,2019,Male,Meath,40 - 49 years,Euro,51077,MEATH,11884.0,23.266832429469233
Median Annual Earnings,2019,Male,Meath,50 - 59 years,Euro,49369,MEATH,14017.0,28.392310964370353
Median Annual Earnings,2019,Male,Meath,60 years and over,Euro,37072,MEATH,9692.0,26.143720328010357
Median Annual Earnings,2019,Male,Monaghan,15 - 24 years,Euro,21681,MONAGHAN,48.0,0.22139200221392002
Median Annual Earnings,2019,Male,Monaghan,15 years and over,Euro,32749,MONAGHAN,5150.0,15.725671012855354
Median Annual Earnings,2019,Male,Monaghan,25 - 29 years,Euro,30905,MONAGHAN,2383.0,7.710726419673192
Median Annual Earnings,2019,Male,Monaghan,30 - 39 years,Euro,34675,MONAGHAN,4459.0,12.859408795962509
Median Annual Earnings,2019,Male,Monaghan,40 - 49 years,Euro,35846,MONAGHAN,7057.0,19.68699436478268
Median Annual Earnings,2019,Male,Monaghan,50 - 59 years,Euro,34337,MONAGHAN,5791.0,16.865189154556308
Median Annual Earnings,2019,Male,Monaghan,60 years and over,Euro,27809,MONAGHAN,5140.0,18.483224855262684
Median Annual Earnings,2019,Male,Mayo,15 - 24 years,Euro,20041,MAYO,1747.0,8.717129883738336
Median Annual Earnings,2019,Male,Mayo,15 years and over,Euro,35965,MAYO,6290.0,17.489225636035034
Median Annual Earnings,2019,Male,Mayo,25 - 29 years,Euro,32493,MAYO,2948.0,9.072723355799711
Median Annual Earnings,2019,Male,Mayo,30 - 39 years,Euro,36898,MAYO,4808.0,13.030516559163098
Median Annual Earnings,2019,Male,Mayo,40 - 49 years,Euro,40692,MAYO,7914.0,19.448540253612503
Median Annual Earnings,2019,Male,Mayo,50 - 59 years,Euro,38462,MAYO,7914.0,20.576153086162964
Median Annual Earnings,2019,Male,Mayo,60 years and over,Euro,30605,MAYO,5981.0,19.5425584054893
Median Annual Earnings,2019,Male,Offaly,15 - 24 years,Euro,22390,OFFALY,461.0,2.05895489057615
Median Annual Earnings,2019,Male,Offaly,15 years and over,Euro,36856,OFFALY,6787.0,18.414912090297374
Median Annual Earnings,2019,Male,Offaly,25 - 29 years,Euro,32294,OFFALY,1704.0,5.276521954542639
Median Annual Earnings,2019,Male,Offaly,30 - 39 years,Euro,37495,OFFALY,5033.0,13.423123083077744
Median Annual Earnings,2019,Male,Offaly,40 - 49 years,Euro,40699,OFFALY,9192.0,22.585321506670926
Median Annual Earnings,2019,Male,Offaly,50 - 59 years,Euro,40988,OFFALY,8176.0,19.9473016492632
Median Annual Earnings,2019,Male,Offaly,60 years and over,Euro,34526,OFFALY,6406.0,18.554133117071192
Median Annual Earnings,2019,Male,Roscommon,15 - 24 years,Euro,21332,ROSCOMMON,1143.0,5.358147384211513
Median Annual Earnings,2019,Male,Roscommon,15 years and over,Euro,36950,ROSCOMMON,6209.0,16.80378890392422
Median Annual Earnings,2019,Male,Roscommon,25 - 29 years,Euro,32240,ROSCOMMON,2503.0,7.763647642679901
Median Annual Earnings,2019,Male,Roscommon,30 - 39 years,Euro,37465,ROSCOMMON,4854.0,12.956092352862672
Median Annual Earnings,2019,Male,Roscommon,40 - 49 years,Euro,42400,ROSCOMMON,6993.0,16.492924528301888
Median Annual Earnings,2019,Male,Roscommon,50 - 59 years,Euro,39633,ROSCOMMON,7937.0,20.02624075896349
Median Annual Earnings,2019,Male,Roscommon,60 years and over,Euro,31720,ROSCOMMON,5008.0,15.788146279949558
Median Annual Earnings,2019,Male,Sligo,15 - 24 years,Euro,19044,SLIGO,976.0,5.124973745011552
Median Annual Earnings,2019,Male,Sligo,15 years and over,Euro,36399,SLIGO,7317.0,20.102200609906866
Median Annual Earnings,2019,Male,Sligo,25 - 29 years,Euro,31267,SLIGO,2032.0,6.498864617648
Median Annual Earnings,2019,Male,Sligo,30 - 39 years,Euro,36126,SLIGO,5439.0,15.055638598239495
Median Annual Earnings,2019,Male,Sligo,40 - 49 years,Euro,41600,SLIGO,8605.0,20.685096153846153
Median Annual Earnings,2019,Male,Sligo,50 - 59 years,Euro,40753,SLIGO,10272.0,25.205506343091304
Median Annual Earnings,2019,Male,Sligo,60 years and over,Euro,32605,SLIGO,6970.0,21.377089403465725
Median Annual Earnings,2019,Male,Tipperary,15 - 24 years,Euro,21728,TIPPERARY,459.0,2.112481590574374
Median Annual Earnings,2019,Male,Tipperary,15 years and over,Euro,36665,TIPPERARY,7904.0,21.557343515614345
Median Annual Earnings,2019,Male,Tipperary,25 - 29 years,Euro,31786,TIPPERARY,2224.0,6.996791040080539
Median Annual Earnings,2019,Male,Tipperary,30 - 39 years,Euro,37365,TIPPERARY,5629.0,15.064900307774655
Median Annual Earnings,2019,Male,Tipperary,40 - 49 years,Euro,41435,TIPPERARY,9864.0,23.80596114396042
Median Annual Earnings,2019,Male,Tipperary,50 - 59 years,Euro,41426,TIPPERARY,10031.0,24.21426157485637
Median Annual Earnings,2019,Male,Tipperary,60 years and over,Euro,32098,TIPPERARY,6360.0,19.814318649137018
Median Annual Earnings,2019,Male,Waterford,15 - 24 years,Euro,20830,WATERFORD,1196.0,5.7417186749879985
Median Annual Earnings,2019,Male,Waterford,15 years and over,Euro,38562,WATERFORD,7644.0,19.822623307919713
Median Annual Earnings,2019,Male,Waterford,25 - 29 years,Euro,32253,WATERFORD,2190.0,6.7900660403683375
Median Annual Earnings,2019,Male,Waterford,30 - 39 years,Euro,37295,WATERFORD,4837.0,12.969566966081244
Median Annual Earnings,2019,Male,Waterford,40 - 49 years,Euro,44753,WATERFORD,8230.0,18.389828614841463
Median Annual Earnings,2019,Male,Waterford,50 - 59 years,Euro,45004,WATERFORD,10291.0,22.866856279441826
Median Annual Earnings,2019,Male,Waterford,60 years and over,Euro,34693,WATERFORD,6886.0,19.848384400311303
Median Annual Earnings,2019,Male,Wicklow,15 - 24 years,Euro,20111,WICKLOW,1286.0,6.394510466908657
Median Annual Earnings,2019,Male,Wicklow,15 years and over,Euro,42338,WICKLOW,12568.0,29.684916623364355
Median Annual Earnings,2019,Male,Wicklow,25 - 29 years,Euro,33711,WICKLOW,3296.0,9.777224051496544
Median Annual Earnings,2019,Male,Wicklow,30 - 39 years,Euro,41409,WICKLOW,8381.0,20.239561447994397
Median Annual Earnings,2019,Male,Wicklow,40 - 49 years,Euro,51333,WICKLOW,14190.0,27.643036643095083
Median Annual Earnings,2019,Male,Wicklow,50 - 59 years,Euro,49183,WICKLOW,15621.0,31.76097432039526
Median Annual Earnings,2019,Male,Wicklow,60 years and over,Euro,38263,WICKLOW,10769.0,28.1446828528866
Median Annual Earnings,2019,Male,Westmeath,15 - 24 years,Euro,22431,WESTMEATH,494.0,2.2023093040880926
Median Annual Earnings,2019,Male,Westmeath,15 years and over,Euro,38200,WESTMEATH,7448.0,19.49738219895288
Median Annual Earnings,2019,Male,Westmeath,25 - 29 years,Euro,32402,WESTMEATH,1870.0,5.77124868835257
Median Annual Earnings,2019,Male,Westmeath,30 - 39 years,Euro,39599,WESTMEATH,5168.0,13.050834617035784
Median Annual Earnings,2019,Male,Westmeath,40 - 49 years,Euro,44013,WESTMEATH,8269.0,18.787630927226047
Median Annual Earnings,2019,Male,Westmeath,50 - 59 years,Euro,42752,WESTMEATH,9640.0,22.54865269461078
Median Annual Earnings,2019,Male,Westmeath,60 years and over,Euro,33378,WESTMEATH,7580.0,22.709569177302416
Median Annual Earnings,2019,Male,Wexford,15 - 24 years,Euro,21891,WEXFORD,260.0,1.1877027088757937
Median Annual Earnings,2019,Male,Wexford,15 years and over,Euro,35025,WEXFORD,6861.0,19.588865096359743
Median Annual Earnings,2019,Male,Wexford,25 - 29 years,Euro,31128,WEXFORD,2500.0,8.0313544076073
Median Annual Earnings,2019,Male,Wexford,30 - 39 years,Euro,35801,WEXFORD,5306.0,14.820815061031814
Median Annual Earnings,2019,Male,Wexford,40 - 49 years,Euro,39497,WEXFORD,8523.0,21.578854090184066
Median Annual Earnings,2019,Male,Wexford,50 - 59 years,Euro,39123,WEXFORD,7928.0,20.264294660429925
Median Annual Earnings,2019,Male,Wexford,60 years and over,Euro,30970,WEXFORD,5739.0,18.530836293186955
Median Annual Earnings,2019,Male,Ireland,15 - 24 years,Euro,21078,IRELAND,1285.0,6.096403833380776
Median Annual Earnings,2019,Male,Ireland,15 years and over,Euro,40517,IRELAND,11113.0,27.427993188044525
Median Annual Earnings,2019,Male,Ireland,25 - 29 years,Euro,33716,IRELAND,3735.0,11.077826551192313
Median Annual Earnings,2019,Male,Ireland,30 - 39 years,Euro,41354,IRELAND,8225.0,19.889248923925134
Median Annual Earnings,2019,Male,Ireland,40 - 49 years,Euro,47222,IRELAND,13020.0,27.57189445597391
Median Annual Earnings,2019,Male,Ireland,50 - 59 years,Euro,46039,IRELAND,14196.0,30.834727079215448
Median Annual Earnings,2019,Male,Ireland,60 years and over,Euro,36285,IRELAND,9749.0,26.86785172936475
Median Annual Earnings,2019,Female,Clare,15 - 24 years,Euro,18200,CLARE,1430.0,7.857142857142857
Median Annual Earnings,2019,Female,Clare,15 years and over,Euro,32028,CLARE,4798.0,14.980641938303984
Median Annual Earnings,2019,Female,Clare,25 - 29 years,Euro,31102,CLARE,1397.0,4.4916725612500805
Median Annual Earnings,2019,Female,Clare,30 - 39 years,Euro,34598,CLARE,3718.0,10.74628591248049
Median Annual Earnings,2019,Female,Clare,40 - 49 years,Euro,35823,CLARE,4812.0,13.432710828238841
Median Annual Earnings,2019,Female,Clare,50 - 59 years,Euro,33629,CLARE,5890.0,17.51464509798091
Median Annual Earnings,2019,Female,Clare,60 years and over,Euro,24006,CLARE,4978.0,20.73648254603016
Median Annual Earnings,2019,Female,Cork,15 - 24 years,Euro,16901,CORK,1654.0,9.786403171409976
Median Annual Earnings,2019,Female,Cork,15 years and over,Euro,32427,CORK,5283.0,16.291978906466834
Median Annual Earnings,2019,Female,Cork,25 - 29 years,Euro,31643,CORK,1631.0,5.154378535537085
Median Annual Earnings,2019,Female,Cork,30 - 39 years,Euro,36246,CORK,3575.0,9.8631573139105
Median Annual Earnings,2019,Female,Cork,40 - 49 years,Euro,35833,CORK,6947.0,19.387157089833394
Median Annual Earnings,2019,Female,Cork,50 - 59 years,Euro,32500,CORK,6526.0,20.08
Median Annual Earnings,2019,Female,Cork,60 years and over,Euro,23439,CORK,5740.0,24.48909936430735
Median Annual Earnings,2019,Female,Cavan,15 - 24 years,Euro,17144,CAVAN,1689.0,9.851843210452637
Median Annual Earnings,2019,Female,Cavan,15 years and over,Euro,29948,CAVAN,3960.0,13.222919727527715
Median Annual Earnings,2019,Female,Cavan,25 - 29 years,Euro,32007,CAVAN,948.0,2.9618520948542506
Median Annual Earnings,2019,Female,Cavan,30 - 39 years,Euro,31387,CAVAN,4171.0,13.288941281422245
Median Annual Earnings,2019,Female,Cavan,40 - 49 years,Euro,33241,CAVAN,4250.0,12.785415601215366
Median Annual Earnings,2019,Female,Cavan,50 - 59 years,Euro,30606,CAVAN,4462.0,14.578840750179703
Median Annual Earnings,2019,Female,Cavan,60 years and over,Euro,23929,CAVAN,3513.0,14.680931087801412
Median Annual Earnings,2019,Female,Carlow,15 - 24 years,Euro,15794,CARLOW,1523.0,9.642902367987844
Median Annual Earnings,2019,Female,Carlow,15 years and over,Euro,29310,CARLOW,4464.0,15.230296827021494
Median Annual Earnings,2019,Female,Carlow,25 - 29 years,Euro,29121,CARLOW,1800.0,6.181106418048831
Median Annual Earnings,2019,Female,Carlow,30 - 39 years,Euro,31688,CARLOW,4097.0,12.929184549356224
Median Annual Earnings,2019,Female,Carlow,40 - 49 years,Euro,32615,CARLOW,4742.0,14.539322397669784
Median Annual Earnings,2019,Female,Carlow,50 - 59 years,Euro,31200,CARLOW,4755.0,15.240384615384615
Median Annual Earnings,2019,Female,Carlow,60 years and over,Euro,23445,CARLOW,4098.0,17.47920665387076
Median Annual Earnings,2019,Female,Donegal,15 - 24 years,Euro,15257,DONEGAL,1946.0,12.754801074916433
Median Annual Earnings,2019,Female,Donegal,15 years and over,Euro,27986,DONEGAL,3959.0,14.14635889373258
Median Annual Earnings,2019,Female,Donegal,25 - 29 years,Euro,25902,DONEGAL,1922.0,7.42027642653077
Median Annual Earnings,2019,Female,Donegal,30 - 39 years,Euro,29112,DONEGAL,3529.0,12.122148942017038
Median Annual Earnings,2019,Female,Donegal,40 - 49 years,Euro,32224,DONEGAL,3461.0,10.740441906653427
Median Annual Earnings,2019,Female,Donegal,50 - 59 years,Euro,31156,DONEGAL,3526.0,11.317242264732315
Median Annual Earnings,2019,Female,Donegal,60 years and over,Euro,21476,DONEGAL,4510.0,21.000186254423543
Median Annual Earnings,2019,Female,Dublin,15 - 24 years,Euro,19089,DUBLIN,1128.0,5.909162344805909
Median Annual Earnings,2019,Female,Dublin,15 years and over,Euro,36564,DUBLIN,7889.0,21.575866972978886
Median Annual Earnings,2019,Female,Dublin,25 - 29 years,Euro,33278,DUBLIN,3020.0,9.075064607248033
Median Annual Earnings,2019,Female,Dublin,30 - 39 years,Euro,40722,DUBLIN,5937.0,14.579342861352586
Median Annual Earnings,2019,Female,Dublin,40 - 49 years,Euro,41551,DUBLIN,10215.0,24.584245866525475
Median Annual Earnings,2019,Female,Dublin,50 - 59 years,Euro,37217,DUBLIN,9721.0,26.11978396969127
Median Annual Earnings,2019,Female,Dublin,60 years and over,Euro,28618,DUBLIN,6370.0,22.25871828918862
Median Annual Earnings,2019,Female,Galway,15 - 24 years,Euro,18091,GALWAY,1363.0,7.534132994306561
Median Annual Earnings,2019,Female,Galway,15 years and over,Euro,33678,GALWAY,4419.0,13.121325494388028
Median Annual Earnings,2019,Female,Galway,25 - 29 years,Euro,31684,GALWAY,1179.0,3.7211210705718973
Median Annual Earnings,2019,Female,Galway,30 - 39 years,Euro,36391,GALWAY,2831.0,7.779396004506609
Median Annual Earnings,2019,Female,Galway,40 - 49 years,Euro,37298,GALWAY,5440.0,14.585232452142206
Median Annual Earnings,2019,Female,Galway,50 - 59 years,Euro,34515,GALWAY,5848.0,16.943357960307114
Median Annual Earnings,2019,Female,Galway,60 years and over,Euro,25624,GALWAY,4722.0,18.428036216047456
Median Annual Earnings,2019,Female,Kildare,15 - 24 years,Euro,17341,KILDARE,1566.0,9.030621071449167
Median Annual Earnings,2019,Female,Kildare,15 years and over,Euro,34478,KILDARE,5737.0,16.63959626428447
Median Annual Earnings,2019,Female,Kildare,25 - 29 years,Euro,32172,KILDARE,1697.0,5.274773094616437
Median Annual Earnings,2019,Female,Kildare,30 - 39 years,Euro,38651,KILDARE,3007.0,7.77987632920235
Median Annual Earnings,2019,Female,Kildare,40 - 49 years,Euro,38864,KILDARE,7404.0,19.051049814738576
Median Annual Earnings,2019,Female,Kildare,50 - 59 years,Euro,34999,KILDARE,7097.0,20.277722220634875
Median Annual Earnings,2019,Female,Kildare,60 years and over,Euro,26000,KILDARE,5162.0,19.853846153846153
Median Annual Earnings,2019,Female,Kilkenny,15 - 24 years,Euro,15698,KILKENNY,2531.0,16.123073002930308
Median Annual Earnings,2019,Female,Kilkenny,15 years and over,Euro,32733,KILKENNY,3470.0,10.600922616319922
Median Annual Earnings,2019,Female,Kilkenny,25 - 29 years,Euro,32295,KILKENNY,93.0,0.2879702740362285
Median Annual Earnings,2019,Female,Kilkenny,30 - 39 years,Euro,35874,KILKENNY,2613.0,7.283826726877404
Median Annual Earnings,2019,Female,Kilkenny,40 - 49 years,Euro,36038,KILKENNY,4470.0,12.403574005216715
Median Annual Earnings,2019,Female,Kilkenny,50 - 59 years,Euro,33332,KILKENNY,4311.0,12.933517340693628
Median Annual Earnings,2019,Female,Kilkenny,60 years and over,Euro,22194,KILKENNY,4767.0,21.478778048121114
Median Annual Earnings,2019,Female,Kerry,15 - 24 years,Euro,18019,KERRY,991.0,5.4997502636106335
Median Annual Earnings,2019,Female,Kerry,15 years and over,Euro,28336,KERRY,4711.0,16.625494071146246
Median Annual Earnings,2019,Female,Kerry,25 - 29 years,Euro,28226,KERRY,1842.0,6.525898108127259
Median Annual Earnings,2019,Female,Kerry,30 - 39 years,Euro,29973,KERRY,4361.0,14.549761451973442
Median Annual Earnings,2019,Female,Kerry,40 - 49 years,Euro,30823,KERRY,5217.0,16.92567238750284
Median Annual Earnings,2019,Female,Kerry,50 - 59 years,Euro,30179,KERRY,5570.0,18.456542628980415
