Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County,Mean_Median_Diff,Mean_Median_Diff_Perc
Median Annual Earnings,2019,Both sexes,Cork,15 - 24 years,Euro,18519,CORK,1405.0,7.586802743128679
Median Annual Earnings,2019,Both sexes,Cork,15 years and over,Euro,37569,CORK,7781.0,20.711224679922278
Median Annual Earnings,2019,Both sexes,Cork,25 - 29 years,Euro,33208,CORK,2028.0,6.106962177788485
Median Annual Earnings,2019,Both sexes,Cork,30 - 39 years,Euro,39537,CORK,5005.0,12.659028252017098
Median Annual Earnings,2019,Both sexes,Cork,40 - 49 years,Euro,42900,CORK,9776.0,22.78787878787879
Median Annual Earnings,2019,Both sexes,Cork,50 - 59 years,Euro,39815,CORK,11053.0,27.760894135376116
Median Annual Earnings,2019,Both sexes,Cork,60 years and over,Euro,30382,CORK,7889.0,25.96603251925482
Median Annual Earnings,2019,Both sexes,Cavan,15 - 24 years,Euro,19668,CAVAN,1636.0,8.318080130160666
Median Annual Earnings,2019,Both sexes,Cavan,15 years and over,Euro,33236,CAVAN,5054.0,15.206402695871946
Median Annual Earnings,2019,Both sexes,Cavan,25 - 29 years,Euro,32280,CAVAN,1760.0,5.452292441140025
Median Annual Earnings,2019,Both sexes,Cavan,30 - 39 years,Euro,35100,CAVAN,4083.0,11.632478632478632
Median Annual Earnings,2019,Both sexes,Cavan,40 - 49 years,Euro,36548,CAVAN,6103.0,16.698588158038742
Median Annual Earnings,2019,Both sexes,Cavan,50 - 59 years,Euro,34558,CAVAN,6295.0,18.215753226459864
Median Annual Earnings,2019,Both sexes,Cavan,60 years and over,Euro,28051,CAVAN,5415.0,19.304124630137963
Median Annual Earnings,2019,Both sexes,Carlow,15 - 24 years,Euro,17651,CARLOW,1749.0,9.908787037561611
Median Annual Earnings,2019,Both sexes,Carlow,15 years and over,Euro,33283,CARLOW,5125.0,15.398251359552924
Median Annual Earnings,2019,Both sexes,Carlow,25 - 29 years,Euro,30589,CARLOW,2149.0,7.025401288044722
Median Annual Earnings,2019,Both sexes,Carlow,30 - 39 years,Euro,34745,CARLOW,4422.0,12.72701108073104
Median Annual Earnings,2019,Both sexes,Carlow,40 - 49 years,Euro,36477,CARLOW,6559.0,17.981193628862023
Median Annual Earnings,2019,Both sexes,Carlow,50 - 59 years,Euro,35860,CARLOW,6551.0,18.268265476854435
Median Annual Earnings,2019,Both sexes,Carlow,60 years and over,Euro,28204,CARLOW,4747.0,16.830945965111333
Median Annual Earnings,2019,Both sexes,Donegal,15 - 24 years,Euro,18046,DONEGAL,1157.0,6.411393106505597
Median Annual Earnings,2019,Both sexes,Donegal,15 years and over,Euro,29714,DONEGAL,4648.0,15.64245810055866
Median Annual Earnings,2019,Both sexes,Donegal,25 - 29 years,Euro,27282,DONEGAL,1766.0,6.473132468294113
Median Annual Earnings,2019,Both sexes,Donegal,30 - 39 years,Euro,31140,DONEGAL,3418.0,10.976236351958896
Median Annual Earnings,2019,Both sexes,Donegal,40 - 49 years,Euro,33592,DONEGAL,4922.0,14.652298166230056
Median Annual Earnings,2019,Both sexes,Donegal,50 - 59 years,Euro,32516,DONEGAL,5191.0,15.964448271620126
Median Annual Earnings,2019,Both sexes,Donegal,60 years and over,Euro,23332,DONEGAL,6952.0,29.79598834219098
Median Annual Earnings,2019,Both sexes,Dublin,15 - 24 years,Euro,20237,DUBLIN,1380.0,6.81919256806839
Median Annual Earnings,2019,Both sexes,Dublin,15 years and over,Euro,40552,DUBLIN,11877.0,29.28832116788321
Median Annual Earnings,2019,Both sexes,Dublin,25 - 29 years,Euro,34453,DUBLIN,4319.0,12.535918497663484
Median Annual Earnings,2019,Both sexes,Dublin,30 - 39 years,Euro,43500,DUBLIN,8775.0,20.17241379310345
Median Annual Earnings,2019,Both sexes,Dublin,40 - 49 years,Euro,47381,DUBLIN,14579.0,30.769717819379075
Median Annual Earnings,2019,Both sexes,Dublin,50 - 59 years,Euro,44210,DUBLIN,15164.0,34.29993214204931
Median Annual Earnings,2019,Both sexes,Dublin,60 years and over,Euro,35248,DUBLIN,10128.0,28.73354516568316
Median Annual Earnings,2019,Both sexes,Galway,15 - 24 years,Euro,19173,GALWAY,1313.0,6.848171908412873
Median Annual Earnings,2019,Both sexes,Galway,15 years and over,Euro,36400,GALWAY,6505.0,17.87087912087912
Median Annual Earnings,2019,Both sexes,Galway,25 - 29 years,Euro,32540,GALWAY,1898.0,5.832821143208359
Median Annual Earnings,2019,Both sexes,Galway,30 - 39 years,Euro,38155,GALWAY,4097.0,10.737780107456429
Median Annual Earnings,2019,Both sexes,Galway,40 - 49 years,Euro,40413,GALWAY,8451.0,20.911587855393066
Median Annual Earnings,2019,Both sexes,Galway,50 - 59 years,Euro,38430,GALWAY,9367.0,24.374186833203225
Median Annual Earnings,2019,Both sexes,Galway,60 years and over,Euro,29250,GALWAY,6480.0,22.153846153846153
Median Annual Earnings,2019,Both sexes,Kildare,15 - 24 years,Euro,19265,KILDARE,1635.0,8.486893329872826
Median Annual Earnings,2019,Both sexes,Kildare,15 years and over,Euro,39661,KILDARE,8881.0,22.392274526613047
Median Annual Earnings,2019,Both sexes,Kildare,25 - 29 years,Euro,33591,KILDARE,2362.0,7.031645381203298
Median Annual Earnings,2019,Both sexes,Kildare,30 - 39 years,Euro,41782,KILDARE,5383.0,12.883538365803457
Median Annual Earnings,2019,Both sexes,Kildare,40 - 49 years,Euro,46456,KILDARE,10156.0,21.86154640950577
Median Annual Earnings,2019,Both sexes,Kildare,50 - 59 years,Euro,43099,KILDARE,11716.0,27.18392538109933
Median Annual Earnings,2019,Both sexes,Kildare,60 years and over,Euro,32979,KILDARE,7796.0,23.63928560599169
Median Annual Earnings,2019,Both sexes,Kilkenny,15 - 24 years,Euro,18199,KILKENNY,1676.0,9.209297214132645
Median Annual Earnings,2019,Both sexes,Kilkenny,15 years and over,Euro,35611,KILKENNY,5462.0,15.337957372721911
Median Annual Earnings,2019,Both sexes,Kilkenny,25 - 29 years,Euro,32841,KILKENNY,789.0,2.4024846990042934
Median Annual Earnings,2019,Both sexes,Kilkenny,30 - 39 years,Euro,37881,KILKENNY,3932.0,10.379873815369182
Median Annual Earnings,2019,Both sexes,Kilkenny,40 - 49 years,Euro,39357,KILKENNY,7100.0,18.039992885636607
Median Annual Earnings,2019,Both sexes,Kilkenny,50 - 59 years,Euro,37179,KILKENNY,7220.0,19.419564808090588
Median Annual Earnings,2019,Both sexes,Kilkenny,60 years and over,Euro,28372,KILKENNY,5605.0,19.75539264063161
Median Annual Earnings,2019,Both sexes,Kerry,15 - 24 years,Euro,19196,KERRY,1292.0,6.730568868514274
Median Annual Earnings,2019,Both sexes,Kerry,15 years and over,Euro,31897,KERRY,5616.0,17.606671473806315
Median Annual Earnings,2019,Both sexes,Kerry,25 - 29 years,Euro,29688,KERRY,2334.0,7.86176232821342
Median Annual Earnings,2019,Both sexes,Kerry,30 - 39 years,Euro,32936,KERRY,4718.0,14.324751032305077
Median Annual Earnings,2019,Both sexes,Kerry,40 - 49 years,Euro,34993,KERRY,6483.0,18.526562455348213
Median Annual Earnings,2019,Both sexes,Kerry,50 - 59 years,Euro,34741,KERRY,6701.0,19.288448806885235
Median Annual Earnings,2019,Both sexes,Kerry,60 years and over,Euro,25962,KERRY,6068.0,23.372621523765503
Median Annual Earnings,2019,Both sexes,Longford,15 - 24 years,Euro,21107,LONGFORD,795.0,3.766522954470081
Median Annual Earnings,2019,Both sexes,Longford,15 years and over,Euro,32392,LONGFORD,4775.0,14.74129414670289
Median Annual Earnings,2019,Both sexes,Longford,25 - 29 years,Euro,31657,LONGFORD,1166.0,3.683229617462173
Median Annual Earnings,2019,Both sexes,Longford,30 - 39 years,Euro,33583,LONGFORD,3782.0,11.261650239704613
Median Annual Earnings,2019,Both sexes,Longford,40 - 49 years,Euro,35650,LONGFORD,5879.0,16.490883590462833
Median Annual Earnings,2019,Both sexes,Longford,50 - 59 years,Euro,33714,LONGFORD,6250.0,18.53829269739574
Median Annual Earnings,2019,Both sexes,Longford,60 years and over,Euro,27007,LONGFORD,4555.0,16.865997704298884
Median Annual Earnings,2019,Both sexes,Louth,15 - 24 years,Euro,18907,LOUTH,1165.0,6.161739038451367
Median Annual Earnings,2019,Both sexes,Louth,15 years and over,Euro,34567,LOUTH,5863.0,16.961263632944718
Median Annual Earnings,2019,Both sexes,Louth,25 - 29 years,Euro,31230,LOUTH,1439.0,4.607748959333974
Median Annual Earnings,2019,Both sexes,Louth,30 - 39 years,Euro,36054,LOUTH,4159.0,11.535474565928885
Median Annual Earnings,2019,Both sexes,Louth,40 - 49 years,Euro,38449,LOUTH,7283.0,18.941975083877345
Median Annual Earnings,2019,Both sexes,Louth,50 - 59 years,Euro,37555,LOUTH,7887.0,21.00119824257755
Median Annual Earnings,2019,Both sexes,Louth,60 years and over,Euro,29258,LOUTH,5762.0,19.69375897190512
Median Annual Earnings,2019,Both sexes,Limerick,15 - 24 years,Euro,18795,LIMERICK,1696.0,9.023676509710029
Median Annual Earnings,2019,Both sexes,Limerick,15 years and over,Euro,35874,LIMERICK,7160.0,19.95874449462006
Median Annual Earnings,2019,Both sexes,Limerick,25 - 29 years,Euro,32286,LIMERICK,2233.0,6.9163104751285385
Median Annual Earnings,2019,Both sexes,Limerick,30 - 39 years,Euro,37591,LIMERICK,4770.0,12.689207523077332
Median Annual Earnings,2019,Both sexes,Limerick,40 - 49 years,Euro,40842,LIMERICK,8257.0,20.216933548797805
Median Annual Earnings,2019,Both sexes,Limerick,50 - 59 years,Euro,38381,LIMERICK,10443.0,27.208775175216903
Median Annual Earnings,2019,Both sexes,Limerick,60 years and over,Euro,30000,LIMERICK,7661.0,25.536666666666665
Median Annual Earnings,2019,Both sexes,Leitrim,15 - 24 years,Euro,19435,LEITRIM,1705.0,8.772832518651917
Median Annual Earnings,2019,Both sexes,Leitrim,15 years and over,Euro,33503,LEITRIM,4550.0,13.58087335462496
Median Annual Earnings,2019,Both sexes,Leitrim,25 - 29 years,Euro,30985,LEITRIM,1894.0,6.112635146038405
Median Annual Earnings,2019,Both sexes,Leitrim,30 - 39 years,Euro,36265,LEITRIM,3209.0,8.848752240452226
Median Annual Earnings,2019,Both sexes,Leitrim,40 - 49 years,Euro,37555,LEITRIM,5648.0,15.039275728930901
Median Annual Earnings,2019,Both sexes,Leitrim,50 - 59 years,Euro,34589,LEITRIM,5925.0,17.129723322443553
Median Annual Earnings,2019,Both sexes,Leitrim,60 years and over,Euro,25659,LEITRIM,2959.0,11.532016056744222
Median Annual Earnings,2019,Both sexes,Laois,15 - 24 years,Euro,18980,LAOIS,1203.0,6.338250790305585
Median Annual Earnings,2019,Both sexes,Laois,15 years and over,Euro,36216,LAOIS,5245.0,14.482549149547161
Median Annual Earnings,2019,Both sexes,Laois,25 - 29 years,Euro,31146,LAOIS,1808.0,5.804918769665447
Median Annual Earnings,2019,Both sexes,Laois,30 - 39 years,Euro,38395,LAOIS,3500.0,9.115770282588878
Median Annual Earnings,2019,Both sexes,Laois,40 - 49 years,Euro,40653,LAOIS,6701.0,16.483408358546725
Median Annual Earnings,2019,Both sexes,Laois,50 - 59 years,Euro,38152,LAOIS,6774.0,17.755294611029566
Median Annual Earnings,2019,Both sexes,Laois,60 years and over,Euro,30264,LAOIS,4279.0,14.138910917261432
Median Annual Earnings,2019,Both sexes,Meath,15 - 24 years,Euro,19919,MEATH,1168.0,5.863748180129525
Median Annual Earnings,2019,Both sexes,Meath,15 years and over,Euro,38465,MEATH,8083.0,21.01390874821266
Median Annual Earnings,2019,Both sexes,Meath,25 - 29 years,Euro,33336,MEATH,2244.0,6.731461483081353
Median Annual Earnings,2019,Both sexes,Meath,30 - 39 years,Euro,40093,MEATH,5294.0,13.2043000024942
Median Annual Earnings,2019,Both sexes,Meath,40 - 49 years,Euro,44133,MEATH,9303.0,21.079464346407452
Median Annual Earnings,2019,Both sexes,Meath,50 - 59 years,Euro,40843,MEATH,11122.0,27.231104473226747
Median Annual Earnings,2019,Both sexes,Meath,60 years and over,Euro,31888,MEATH,6981.0,21.892247867536376
Median Annual Earnings,2019,Both sexes,Monaghan,15 - 24 years,Euro,19705,MONAGHAN,449.0,2.278609489977163
Median Annual Earnings,2019,Both sexes,Monaghan,15 years and over,Euro,31162,MONAGHAN,4276.0,13.721840703420833
Median Annual Earnings,2019,Both sexes,Monaghan,25 - 29 years,Euro,30995,MONAGHAN,1605.0,5.178254557186643
Median Annual Earnings,2019,Both sexes,Monaghan,30 - 39 years,Euro,33727,MONAGHAN,3565.0,10.570166335576838
Median Annual Earnings,2019,Both sexes,Monaghan,40 - 49 years,Euro,33668,MONAGHAN,5743.0,17.057740287513365
Median Annual Earnings,2019,Both sexes,Monaghan,50 - 59 years,Euro,31785,MONAGHAN,5254.0,16.529809658644016
Median Annual Earnings,2019,Both sexes,Monaghan,60 years and over,Euro,24249,MONAGHAN,5173.0,21.332838467565672
Median Annual Earnings,2019,Both sexes,Mayo,15 - 24 years,Euro,18264,MAYO,1775.0,9.718572054314498
Median Annual Earnings,2019,Both sexes,Mayo,15 years and over,Euro,33707,MAYO,4700.0,13.943691221408017
Median Annual Earnings,2019,Both sexes,Mayo,25 - 29 years,Euro,31987,MAYO,1870.0,5.846124988276487
Median Annual Earnings,2019,Both sexes,Mayo,30 - 39 years,Euro,35436,MAYO,3799.0,10.720735974714978
Median Annual Earnings,2019,Both sexes,Mayo,40 - 49 years,Euro,37595,MAYO,6139.0,16.329299108924058
Median Annual Earnings,2019,Both sexes,Mayo,50 - 59 years,Euro,35303,MAYO,5782.0,16.378211483443334
Median Annual Earnings,2019,Both sexes,Mayo,60 years and over,Euro,26290,MAYO,5604.0,21.316089767972613
Median Annual Earnings,2019,Both sexes,Offaly,15 - 24 years,Euro,19797,OFFALY,915.0,4.621912410971359
Median Annual Earnings,2019,Both sexes,Offaly,15 years and over,Euro,34143,OFFALY,5100.0,14.937175995079519
Median Annual Earnings,2019,Both sexes,Offaly,25 - 29 years,Euro,30884,OFFALY,1918.0,6.210335448776065
Median Annual Earnings,2019,Both sexes,Offaly,30 - 39 years,Euro,35723,OFFALY,3959.0,11.082495871007474
Median Annual Earnings,2019,Both sexes,Offaly,40 - 49 years,Euro,37800,OFFALY,6418.0,16.978835978835978
Median Annual Earnings,2019,Both sexes,Offaly,50 - 59 years,Euro,36622,OFFALY,5922.0,16.1706078313582
Median Annual Earnings,2019,Both sexes,Offaly,60 years and over,Euro,30349,OFFALY,5156.0,16.98902764506244
Median Annual Earnings,2019,Both sexes,Roscommon,15 - 24 years,Euro,19364,ROSCOMMON,1369.0,7.069820285065069
Median Annual Earnings,2019,Both sexes,Roscommon,15 years and over,Euro,34588,ROSCOMMON,4799.0,13.874754250028912
Median Annual Earnings,2019,Both sexes,Roscommon,25 - 29 years,Euro,32401,ROSCOMMON,1527.0,4.712817505632542
Median Annual Earnings,2019,Both sexes,Roscommon,30 - 39 years,Euro,36115,ROSCOMMON,3935.0,10.895749688495085
Median Annual Earnings,2019,Both sexes,Roscommon,40 - 49 years,Euro,38558,ROSCOMMON,5654.0,14.663623631931117
Median Annual Earnings,2019,Both sexes,Roscommon,50 - 59 years,Euro,36333,ROSCOMMON,5856.0,16.117579060358352
Median Annual Earnings,2019,Both sexes,Roscommon,60 years and over,Euro,28180,ROSCOMMON,4339.0,15.397444996451384
Median Annual Earnings,2019,Both sexes,Sligo,15 - 24 years,Euro,18326,SLIGO,1497.0,8.168722034268253
Median Annual Earnings,2019,Both sexes,Sligo,15 years and over,Euro,34790,SLIGO,5363.0,15.415349238286865
Median Annual Earnings,2019,Both sexes,Sligo,25 - 29 years,Euro,30618,SLIGO,1852.0,6.048729505519629
Median Annual Earnings,2019,Both sexes,Sligo,30 - 39 years,Euro,35052,SLIGO,4358.0,12.43295674997147
Median Annual Earnings,2019,Both sexes,Sligo,40 - 49 years,Euro,39188,SLIGO,6292.0,16.055935490456264
Median Annual Earnings,2019,Both sexes,Sligo,50 - 59 years,Euro,38101,SLIGO,6826.0,17.915540274533477
Median Annual Earnings,2019,Both sexes,Sligo,60 years and over,Euro,29632,SLIGO,4717.0,15.91860151187905
Median Annual Earnings,2019,Both sexes,Tipperary,15 - 24 years,Euro,19389,TIPPERARY,1001.0,5.162721130537934
Median Annual Earnings,2019,Both sexes,Tipperary,15 years and over,Euro,33748,TIPPERARY,5848.0,17.32843427758682
Median Annual Earnings,2019,Both sexes,Tipperary,25 - 29 years,Euro,31200,TIPPERARY,1303.0,4.176282051282051
Median Annual Earnings,2019,Both sexes,Tipperary,30 - 39 years,Euro,35896,TIPPERARY,4095.0,11.40795631825273
Median Annual Earnings,2019,Both sexes,Tipperary,40 - 49 years,Euro,38000,TIPPERARY,7327.0,19.28157894736842
Median Annual Earnings,2019,Both sexes,Tipperary,50 - 59 years,Euro,35870,TIPPERARY,7405.0,20.643992194034013
Median Annual Earnings,2019,Both sexes,Tipperary,60 years and over,Euro,27097,TIPPERARY,5417.0,19.991142930951767
Median Annual Earnings,2019,Both sexes,Waterford,15 - 24 years,Euro,18705,WATERFORD,1226.0,6.554397219994653
Median Annual Earnings,2019,Both sexes,Waterford,15 years and over,Euro,34705,WATERFORD,5984.0,17.242472266244057
Median Annual Earnings,2019,Both sexes,Waterford,25 - 29 years,Euro,30840,WATERFORD,1741.0,5.64526588845655
Median Annual Earnings,2019,Both sexes,Waterford,30 - 39 years,Euro,35200,WATERFORD,3927.0,11.15625
Median Annual Earnings,2019,Both sexes,Waterford,40 - 49 years,Euro,39734,WATERFORD,6576.0,16.550057884934816
Median Annual Earnings,2019,Both sexes,Waterford,50 - 59 years,Euro,38230,WATERFORD,8184.0,21.407271776092074
Median Annual Earnings,2019,Both sexes,Waterford,60 years and over,Euro,28730,WATERFORD,6149.0,21.402714932126695
Median Annual Earnings,2019,Both sexes,Wicklow,15 - 24 years,Euro,18912,WICKLOW,1217.0,6.435067681895093
Median Annual Earnings,2019,Both sexes,Wicklow,15 years and over,Euro,37825,WICKLOW,9333.0,24.674157303370787
Median Annual Earnings,2019,Both sexes,Wicklow,25 - 29 years,Euro,31992,WICKLOW,2450.0,7.658164541135283
Median Annual Earnings,2019,Both sexes,Wicklow,30 - 39 years,Euro,39208,WICKLOW,6066.0,15.471332381146706
Median Annual Earnings,2019,Both sexes,Wicklow,40 - 49 years,Euro,44395,WICKLOW,11392.0,25.660547358936817
Median Annual Earnings,2019,Both sexes,Wicklow,50 - 59 years,Euro,40255,WICKLOW,12281.0,30.508011427151907
Median Annual Earnings,2019,Both sexes,Wicklow,60 years and over,Euro,32421,WICKLOW,7782.0,24.00296104376793
Median Annual Earnings,2019,Both sexes,Westmeath,15 - 24 years,Euro,20088,WESTMEATH,1236.0,6.152927120669056
Median Annual Earnings,2019,Both sexes,Westmeath,15 years and over,Euro,35486,WESTMEATH,5542.0,15.61742659076819
Median Annual Earnings,2019,Both sexes,Westmeath,25 - 29 years,Euro,31278,WESTMEATH,2011.0,6.429439222456679
Median Annual Earnings,2019,Both sexes,Westmeath,30 - 39 years,Euro,37581,WESTMEATH,3663.0,9.746946595354036
Median Annual Earnings,2019,Both sexes,Westmeath,40 - 49 years,Euro,39800,WESTMEATH,6795.0,17.07286432160804
Median Annual Earnings,2019,Both sexes,Westmeath,50 - 59 years,Euro,37693,WESTMEATH,7525.0,19.96391903005863
Median Annual Earnings,2019,Both sexes,Westmeath,60 years and over,Euro,29519,WESTMEATH,5866.0,19.871946881669434
Median Annual Earnings,2019,Both sexes,Wexford,15 - 24 years,Euro,19407,WEXFORD,1085.0,5.590766218374813
Median Annual Earnings,2019,Both sexes,Wexford,15 years and over,Euro,32172,WEXFORD,5260.0,16.349620788263085
Median Annual Earnings,2019,Both sexes,Wexford,25 - 29 years,Euro,30248,WEXFORD,1671.0,5.52433218725205
Median Annual Earnings,2019,Both sexes,Wexford,30 - 39 years,Euro,33693,WEXFORD,4163.0,12.355682189178761
Median Annual Earnings,2019,Both sexes,Wexford,40 - 49 years,Euro,35394,WEXFORD,6822.0,19.27445329716901
Median Annual Earnings,2019,Both sexes,Wexford,50 - 59 years,Euro,34282,WEXFORD,6223.0,18.15238317484394
Median Annual Earnings,2019,Both sexes,Wexford,60 years and over,Euro,26746,WEXFORD,5341.0,19.969341209900545
Median Annual Earnings,2019,Both sexes,Ireland,15 - 24 years,Euro,19422,IRELAND,1364.0,7.022963649469673
Median Annual Earnings,2019,Both sexes,Ireland,15 years and over,Euro,37001,IRELAND,8374.0,22.631820761601038
Median Annual Earnings,2019,Both sexes,Ireland,25 - 29 years,Euro,32767,IRELAND,2832.0,8.642841883602404
Median Annual Earnings,2019,Both sexes,Ireland,30 - 39 years,Euro,39312,IRELAND,6165.0,15.682234432234432
Median Annual Earnings,2019,Both sexes,Ireland,40 - 49 years,Euro,41855,IRELAND,10500.0,25.0866085294469
Median Annual Earnings,2019,Both sexes,Ireland,50 - 59 years,Euro,39189,IRELAND,11136.0,28.41613718135191
Median Annual Earnings,2019,Both sexes,Ireland,60 years and over,Euro,30849,IRELAND,7500.0,24.31197121462608
Median Annual Earnings,2019,Male,Clare,15 - 24 years,Euro,22131,CLARE,1775.0,8.020423839862636
Median Annual Earnings,2019,Male,Clare,15 years and over,Euro,39781,CLARE,9488.0,23.85058193610015
Median Annual Earnings,2019,Male,Clare,25 - 29 years,Euro,32918,CLARE,1630.0,4.951698159061912
Median Annual Earnings,2019,Male,Clare,30 - 39 years,Euro,39175,CLARE,5372.0,13.712827058072751
Median Annual Earnings,2019,Male,Clare,40 - 49 years,Euro,45626,CLARE,10572.0,23.170998991802918
Median Annual Earnings,2019,Male,Clare,50 - 59 years,Euro,46251,CLARE,12864.0,27.81345268210417
Median Annual Earnings,2019,Male,Clare,60 years and over,Euro,35817,CLARE,9050.0,25.267331155596505
Median Annual Earnings,2019,Male,Cork,15 - 24 years,Euro,20031,CORK,1302.0,6.4999251160700915
Median Annual Earnings,2019,Male,Cork,15 years and over,Euro,42404,CORK,10118.0,23.860956513536458
Median Annual Earnings,2019,Male,Cork,25 - 29 years,Euro,34489,CORK,2646.0,7.6720113659427644
Median Annual Earnings,2019,Male,Cork,30 - 39 years,Euro,42283,CORK,6564.0,15.52396944398458
Median Annual Earnings,2019,Male,Cork,40 - 49 years,Euro,50590,CORK,11210.0,22.1585293536272
Median Annual Earnings,2019,Male,Cork,50 - 59 years,Euro,49083,CORK,13090.0,26.66911150500173
Median Annual Earnings,2019,Male,Cork,60 years and over,Euro,37836,CORK,8938.0,23.62300454593509
Median Annual Earnings,2019,Male,Cavan,15 - 24 years,Euro,22022,CAVAN,1568.0,7.12015257469803
Median Annual Earnings,2019,Male,Cavan,15 years and over,Euro,35833,CAVAN,6584.0,18.374124410459633
Median Annual Earnings,2019,Male,Cavan,25 - 29 years,Euro,32550,CAVAN,2370.0,7.28110599078341
Median Annual Earnings,2019,Male,Cavan,30 - 39 years,Euro,37314,CAVAN,5087.0,13.632952779117758
Median Annual Earnings,2019,Male,Cavan,40 - 49 years,Euro,39837,CAVAN,7822.0,19.63501267665738
Median Annual Earnings,2019,Male,Cavan,50 - 59 years,Euro,39200,CAVAN,7657.0,19.533163265306122
Median Annual Earnings,2019,Male,Cavan,60 years and over,Euro,32138,CAVAN,7097.0,22.082892525981705
Median Annual Earnings,2019,Male,Carlow,15 - 24 years,Euro,20568,CARLOW,831.0,4.040256709451575
Median Annual Earnings,2019,Male,Carlow,15 years and over,Euro,35675,CARLOW,6848.0,19.19551506657323
Median Annual Earnings,2019,Male,Carlow,25 - 29 years,Euro,31870,CARLOW,2438.0,7.649827423909633
Median Annual Earnings,2019,Male,Carlow,30 - 39 years,Euro,36078,CARLOW,5828.0,16.15388879649648
Median Annual Earnings,2019,Male,Carlow,40 - 49 years,Euro,39569,CARLOW,8563.0,21.640678308777073
Median Annual Earnings,2019,Male,Carlow,50 - 59 years,Euro,39764,CARLOW,8788.0,22.100392314656474
Median Annual Earnings,2019,Male,Carlow,60 years and over,Euro,32362,CARLOW,5745.0,17.752302082689575
Median Annual Earnings,2019,Male,Donegal,15 - 24 years,Euro,20218,DONEGAL,947.0,4.683944999505392
Median Annual Earnings,2019,Male,Donegal,15 years and over,Euro,30974,DONEGAL,5960.0,19.24194485697682
Median Annual Earnings,2019,Male,Donegal,25 - 29 years,Euro,28433,DONEGAL,1749.0,6.151303063341891
Median Annual Earnings,2019,Male,Donegal,30 - 39 years,Euro,32428,DONEGAL,4051.0,12.49229061305045
Median Annual Earnings,2019,Male,Donegal,40 - 49 years,Euro,35145,DONEGAL,6525.0,18.56594110115237
Median Annual Earnings,2019,Male,Donegal,50 - 59 years,Euro,33915,DONEGAL,7440.0,21.93719593100398
Median Annual Earnings,2019,Male,Donegal,60 years and over,Euro,25457,DONEGAL,9022.0,35.44015398515143
Median Annual Earnings,2019,Male,Dublin,15 - 24 years,Euro,21525,DUBLIN,1521.0,7.066202090592334
Median Annual Earnings,2019,Male,Dublin,15 years and over,Euro,45012,DUBLIN,14894.0,33.08895405669599
Median Annual Earnings,2019,Male,Dublin,25 - 29 years,Euro,35417,DUBLIN,5689.0,16.062907643222182
Median Annual Earnings,2019,Male,Dublin,30 - 39 years,Euro,46286,DUBLIN,10929.0,23.6118912846217
Median Annual Earnings,2019,Male,Dublin,40 - 49 years,Euro,53312,DUBLIN,18058.0,33.872298919567825
Median Annual Earnings,2019,Male,Dublin,50 - 59 years,Euro,52248,DUBLIN,19635.0,37.58038585209003
Median Annual Earnings,2019,Male,Dublin,60 years and over,Euro,42420,DUBLIN,13300.0,31.353135313531354
Median Annual Earnings,2019,Male,Galway,15 - 24 years,Euro,20272,GALWAY,1276.0,6.294396211523283
Median Annual Earnings,2019,Male,Galway,15 years and over,Euro,38861,GALWAY,8957.0,23.048815007333832
Median Annual Earnings,2019,Male,Galway,25 - 29 years,Euro,33260,GALWAY,2623.0,7.886349969933854
Median Annual Earnings,2019,Male,Galway,30 - 39 years,Euro,39642,GALWAY,5505.0,13.886786741334948
Median Annual Earnings,2019,Male,Galway,40 - 49 years,Euro,44000,GALWAY,11095.0,25.21590909090909
Median Annual Earnings,2019,Male,Galway,50 - 59 years,Euro,42949,GALWAY,13233.0,30.81096183845957
Median Annual Earnings,2019,Male,Galway,60 years and over,Euro,33313,GALWAY,8482.0,25.461531534235885
Median Annual Earnings,2019,Male,Kildare,15 - 24 years,Euro,21252,KILDARE,1543.0,7.2604931300583475
Median Annual Earnings,2019,Male,Kildare,15 years and over,Euro,44763,KILDARE,11343.0,25.340124656524363
Median Annual Earnings,2019,Male,Kildare,25 - 29 years,Euro,34767,KILDARE,3161.0,9.091955014812898
Median Annual Earnings,2019,Male,Kildare,30 - 39 years,Euro,44467,KILDARE,7689.0,17.291474576652348
Median Annual Earnings,2019,Male,Kildare,40 - 49 years,Euro,54365,KILDARE,11370.0,20.91419111560747
Median Annual Earnings,2019,Male,Kildare,50 - 59 years,Euro,52427,KILDARE,14280.0,27.237873614740497
Median Annual Earnings,2019,Male,Kildare,60 years and over,Euro,38980,KILDARE,10269.0,26.344279117496153
Median Annual Earnings,2019,Male,Kilkenny,15 - 24 years,Euro,20596,KILKENNY,1117.0,5.423383181200233
Median Annual Earnings,2019,Male,Kilkenny,15 years and over,Euro,38552,KILKENNY,7722.0,20.030089230130734
Median Annual Earnings,2019,Male,Kilkenny,25 - 29 years,Euro,33544,KILKENNY,1363.0,4.063319818745528
Median Annual Earnings,2019,Male,Kilkenny,30 - 39 years,Euro,39547,KILKENNY,5685.0,14.375300275621413
Median Annual Earnings,2019,Male,Kilkenny,40 - 49 years,Euro,43097,KILKENNY,9595.0,22.263730654105853
Median Annual Earnings,2019,Male,Kilkenny,50 - 59 years,Euro,42276,KILKENNY,10106.0,23.904815971236637
